Extracted from J1939DA_JAN23,,,,,,,
PGN,PG Label,PG Acronym,Transmission Rate,SP Position in PG,SPN,SP Label,SLOT Identifier
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,37-40,12551,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 10,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,41-44,12552,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 11,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,45-48,12553,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 12,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,49-52,12554,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 13,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,53-56,12555,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 14 ,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,57-60,12556,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 15 (NTE BIN) ,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,61-64,12557,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 16 (Regen Bin) ,473
64266,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bins ,NTENV,On request,65-68,12558,NOx Tracking Valid NOx Lifetime Engine Out NOx Mass Bin 17 (MIL On Bin),473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,01-04,12525,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 1 (Total),473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,05-08,12526,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 2 ,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,09-12,12527,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 3 ,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,13-16,12528,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 4,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,17-20,12529,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 5,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,21-24,12530,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 6,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,25-28,12531,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 7,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,29-32,12532,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 8,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,33-36,12533,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 9,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,37-40,12534,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 10,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,41-44,12535,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 11,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,45-48,12536,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 12,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,49-52,12537,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 13,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,53-56,12538,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 14 ,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,57-60,12539,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 15 (NTE BIN) ,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,61-64,12540,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 16 (Regen Bin) ,473
64267,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bins ,NTSNV,On request,65-68,12541,NOx Tracking Valid NOx Lifetime System Out NOx Mass Bin 17 (MIL On Bin) ,473
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,01-02,12508,NOx Tracking Stored 100 Hour Fuel Consumption Bin 1 (Total),222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,03-04,12509,NOx Tracking Stored 100 Hour Fuel Consumption Bin 2 ,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,05-06,12510,NOx Tracking Stored 100 Hour Fuel Consumption Bin 3 ,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,07-08,12511,NOx Tracking Stored 100 Hour Fuel Consumption Bin 4,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,09-10,12512,NOx Tracking Stored 100 Hour Fuel Consumption Bin 5,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,11-12,12513,NOx Tracking Stored 100 Hour Fuel Consumption Bin 6,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,13-14,12514,NOx Tracking Stored 100 Hour Fuel Consumption Bin 7,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,15-16,12515,NOx Tracking Stored 100 Hour Fuel Consumption Bin 8,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,17-18,12516,NOx Tracking Stored 100 Hour Fuel Consumption Bin 9,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,19-20,12517,NOx Tracking Stored 100 Hour Fuel Consumption Bin 10,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,21-22,12518,NOx Tracking Stored 100 Hour Fuel Consumption Bin 11,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,23-24,12519,NOx Tracking Stored 100 Hour Fuel Consumption Bin 12,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,25-26,12520,NOx Tracking Stored 100 Hour Fuel Consumption Bin 13,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,27-28,12521,NOx Tracking Stored 100 Hour Fuel Consumption Bin 14 ,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,29-30,12522,NOx Tracking Stored 100 Hour Fuel Consumption Bin 15 (NTE BIN) ,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,31-32,12523,NOx Tracking Stored 100 Hour Fuel Consumption Bin 16 (Regen Bin) ,222
64268,NOx Tracking Stored 100 Hour Fuel Consumption Bins ,NTFCS,On request,33-34,12524,NOx Tracking Stored 100 Hour Fuel Consumption Bin 17 (MIL On Bin) ,222
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,01-02,12491,NOx Tracking Stored 100 Hour Engine Run Time Bin 1 (Total),464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,03-04,12492,NOx Tracking Stored 100 Hour Engine Run Time Bin 2 ,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,05-06,12493,NOx Tracking Stored 100 Hour Engine Run Time Bin 3 ,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,07-08,12494,NOx Tracking Stored 100 Hour Engine Run Time Bin 4,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,09-10,12495,NOx Tracking Stored 100 Hour Engine Run Time Bin 5,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,11-12,12496,NOx Tracking Stored 100 Hour Engine Run Time Bin 6,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,13-14,12497,NOx Tracking Stored 100 Hour Engine Run Time Bin 7,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,15-16,12498,NOx Tracking Stored 100 Hour Engine Run Time Bin 8,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,17-18,12499,NOx Tracking Stored 100 Hour Engine Run Time Bin 9,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,19-20,12500,NOx Tracking Stored 100 Hour Engine Run Time Bin 10,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,21-22,12501,NOx Tracking Stored 100 Hour Engine Run Time Bin 11,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,23-24,12502,NOx Tracking Stored 100 Hour Engine Run Time Bin 12,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,25-26,12503,NOx Tracking Stored 100 Hour Engine Run Time Bin 13,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,27-28,12504,NOx Tracking Stored 100 Hour Engine Run Time Bin 14 ,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,29-30,12505,NOx Tracking Stored 100 Hour Engine Run Time Bin 15 (NTE BIN) ,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,31-32,12506,NOx Tracking Stored 100 Hour Engine Run Time Bin 16 (Regen Bin) ,464
64269,NOx Tracking Stored 100 Hour Engine Run Time Bins ,NTEHS,On request,33-34,12507,NOx Tracking Stored 100 Hour Engine Run Time Bin 17 (MIL On Bin) ,464
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,01-02,12474,NOx Tracking Stored 100 Hour Vehicle Distance Bin 1 (Total),463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,03-04,12475,NOx Tracking Stored 100 Hour Vehicle Distance Bin 2 ,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,05-06,12476,NOx Tracking Stored 100 Hour Vehicle Distance Bin 3 ,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,07-08,12477,NOx Tracking Stored 100 Hour Vehicle Distance Bin 4,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,09-10,12478,NOx Tracking Stored 100 Hour Vehicle Distance Bin 5,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,11-12,12479,NOx Tracking Stored 100 Hour Vehicle Distance Bin 6,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,13-14,12480,NOx Tracking Stored 100 Hour Vehicle Distance Bin 7,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,15-16,12481,NOx Tracking Stored 100 Hour Vehicle Distance Bin 8,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,17-18,12482,NOx Tracking Stored 100 Hour Vehicle Distance Bin 9,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,19-20,12483,NOx Tracking Stored 100 Hour Vehicle Distance Bin 10,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,21-22,12484,NOx Tracking Stored 100 Hour Vehicle Distance Bin 11,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,23-24,12485,NOx Tracking Stored 100 Hour Vehicle Distance Bin 12,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,25-26,12486,NOx Tracking Stored 100 Hour Vehicle Distance Bin 13,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,27-28,12487,NOx Tracking Stored 100 Hour Vehicle Distance Bin 14 ,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,29-30,12488,NOx Tracking Stored 100 Hour Vehicle Distance Bin 15 (NTE BIN) ,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,31-32,12489,NOx Tracking Stored 100 Hour Vehicle Distance Bin 16 (Regen Bin) ,463
64270,NOx Tracking Stored 100 Hour Vehicle Distance Bins ,NTVMS,On request,33-34,12490,NOx Tracking Stored 100 Hour Vehicle Distance Bin 17 (MIL On Bin) ,463
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,01-02,12457,NOx Tracking Stored 100 Hour Engine Output Energy Bin 1 (Total),462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,03-04,12458,NOx Tracking Stored 100 Hour Engine Output Energy Bin 2 ,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,05-06,12459,NOx Tracking Stored 100 Hour Engine Output Energy Bin 3 ,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,07-08,12460,NOx Tracking Stored 100 Hour Engine Output Energy Bin 4,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,09-10,12461,NOx Tracking Stored 100 Hour Engine Output Energy Bin 5,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,11-12,12462,NOx Tracking Stored 100 Hour Engine Output Energy Bin 6,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,13-14,12463,NOx Tracking Stored 100 Hour Engine Output Energy Bin 7,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,15-16,12464,NOx Tracking Stored 100 Hour Engine Output Energy Bin 8,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,17-18,12465,NOx Tracking Stored 100 Hour Engine Output Energy Bin 9,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,19-20,12466,NOx Tracking Stored 100 Hour Engine Output Energy Bin 10,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,21-22,12467,NOx Tracking Stored 100 Hour Engine Output Energy Bin 11,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,23-24,12468,NOx Tracking Stored 100 Hour Engine Output Energy Bin 12,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,25-26,12469,NOx Tracking Stored 100 Hour Engine Output Energy Bin 13,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,27-28,12470,NOx Tracking Stored 100 Hour Engine Output Energy Bin 14 ,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,29-30,12471,NOx Tracking Stored 100 Hour Engine Output Energy Bin 15 (NTE BIN) ,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,31-32,12472,NOx Tracking Stored 100 Hour Engine Output Energy Bin 16 (Regen Bin) ,462
64271,NOx Tracking Stored 100 Hour Engine Output Energy Bins ,NTEES,On request,33-34,12473,NOx Tracking Stored 100 Hour Engine Output Energy Bin 17 (MIL On Bin) ,462
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,01-04,12440,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 1 (Total),472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,05-08,12441,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 2 ,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,09-12,12442,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 3 ,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,13-16,12443,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 4,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,17-20,12444,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 5,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,21-24,12445,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 6,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,25-28,12446,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 7,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,29-32,12447,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 8,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,33-36,12448,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 9,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,37-40,12449,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 10,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,41-44,12450,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 11,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,45-48,12451,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 12,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,49-52,12452,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 13,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,53-56,12453,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 14 ,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,57-60,12454,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 15 (NTE BIN) ,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,61-64,12455,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 16 (Regen Bin) ,472
64272,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bins ,NTENS,On request,65-68,12456,NOx Tracking Stored 100 Hour Engine Out NOx Mass Bin 17 (MIL On Bin) ,472
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,01-04,12423,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 1 (Total),471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,05-08,12424,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 2 ,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,09-12,12425,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 3 ,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,13-16,12426,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 4,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,17-20,12427,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 5,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,21-24,12428,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 6,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,25-28,12429,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 7,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,29-32,12430,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 8,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,33-36,12431,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 9,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,37-40,12432,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 10,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,41-44,12433,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 11,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,45-48,12434,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 12,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,49-52,12435,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 13,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,53-56,12436,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 14 ,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,57-60,12437,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 15 (NTE BIN) ,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,61-64,12438,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 16 (Regen Bin) ,471
64273,NOx Tracking Stored 100 Hour System Out NOx Mass Bins ,NTSNS,On request,65-68,12439,NOx Tracking Stored 100 Hour System Out NOx Mass Bin 17 (MIL On Bin) ,471
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,01-02,12406,NOx Tracking Active 100 Hour Fuel Consumption Bin 1 (Total),222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,03-04,12407,NOx Tracking Active 100 Hour Fuel Consumption Bin 2 ,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,05-06,12408,NOx Tracking Active 100 Hour Fuel Consumption Bin 3 ,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,07-08,12409,NOx Tracking Active 100 Hour Fuel Consumption Bin 4,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,09-10,12410,NOx Tracking Active 100 Hour Fuel Consumption Bin 5,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,11-12,12411,NOx Tracking Active 100 Hour Fuel Consumption Bin 6,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,13-14,12412,NOx Tracking Active 100 Hour Fuel Consumption Bin 7,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,15-16,12413,NOx Tracking Active 100 Hour Fuel Consumption Bin 8,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,17-18,12414,NOx Tracking Active 100 Hour Fuel Consumption Bin 9,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,19-20,12415,NOx Tracking Active 100 Hour Fuel Consumption Bin 10,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,21-22,12416,NOx Tracking Active 100 Hour Fuel Consumption Bin 11,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,23-24,12417,NOx Tracking Active 100 Hour Fuel Consumption Bin 12,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,25-26,12418,NOx Tracking Active 100 Hour Fuel Consumption Bin 13,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,27-28,12419,NOx Tracking Active 100 Hour Fuel Consumption Bin 14 ,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,29-30,12420,NOx Tracking Active 100 Hour Fuel Consumption Bin 15 (NTE BIN) ,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,31-32,12421,NOx Tracking Active 100 Hour Fuel Consumption Bin 16 (Regen Bin) ,222
64274,NOx Tracking Active 100 Hour Fuel Consumption Bins ,NTFCA,On request,33-34,12422,NOx Tracking Active 100 Hour Fuel Consumption Bin 17 (MIL On Bin) ,222
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,01-02,12389,NOx Tracking Active 100 Hour Engine Run Time Bin 1 (Total),464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,03-04,12390,NOx Tracking Active 100 Hour Engine Run Time Bin 2 ,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,05-06,12391,NOx Tracking Active 100 Hour Engine Run Time Bin 3 ,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,07-08,12392,NOx Tracking Active 100 Hour Engine Run Time Bin 4,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,09-10,12393,NOx Tracking Active 100 Hour Engine Run Time Bin 5,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,11-12,12394,NOx Tracking Active 100 Hour Engine Run Time Bin 6,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,13-14,12395,NOx Tracking Active 100 Hour Engine Run Time Bin 7,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,15-16,12396,NOx Tracking Active 100 Hour Engine Run Time Bin 8,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,17-18,12397,NOx Tracking Active 100 Hour Engine Run Time Bin 9,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,19-20,12398,NOx Tracking Active 100 Hour Engine Run Time Bin 10,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,21-22,12399,NOx Tracking Active 100 Hour Engine Run Time Bin 11,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,23-24,12400,NOx Tracking Active 100 Hour Engine Run Time Bin 12,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,25-26,12401,NOx Tracking Active 100 Hour Engine Run Time Bin 13,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,27-28,12402,NOx Tracking Active 100 Hour Engine Run Time Bin 14 ,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,29-30,12403,NOx Tracking Active 100 Hour Engine Run Time Bin 15 (NTE BIN) ,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,31-32,12404,NOx Tracking Active 100 Hour Engine Run Time Bin 16 (Regen Bin) ,464
64275,NOx Tracking Active 100 Hour Engine Run Time Bins ,NTEHA,On request,33-34,12405,NOx Tracking Active 100 Hour Engine Run Time Bin 17 (MIL On Bin) ,464
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,01-02,12372,NOx Tracking Active 100 Hour Vehicle Distance Bin 1 (Total),463
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,03-04,12373,NOx Tracking Active 100 Hour Vehicle Distance Bin 2 ,463
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,05-06,12374,NOx Tracking Active 100 Hour Vehicle Distance Bin 3 ,463
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,07-08,12375,NOx Tracking Active 100 Hour Vehicle Distance Bin 4,463
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,09-10,12376,NOx Tracking Active 100 Hour Vehicle Distance Bin 5,463
64276,NOx Tracking Active 100 Hour Vehicle Distance Bins ,NTVMA,On request,11-12,12377,NOx Tracking Active 100 Hour Vehicle Distance Bin 6,463
